time,real,predict
1551524490,3.9392681121826167,4.257678031921387
1551525090,4.208487987518311,4.21723222732544
1551525690,4.0271692276000985,4.3002028465271005
1551526290,4.239452362060547,4.2583909034728995
1551526890,4.241361141204834,4.204012870788573
1551527490,4.002920150756837,4.305702686309815
1551528090,4.1584296226501465,4.5321006774902335
1551528690,4.298271179199219,4.789120674133301
1551529290,4.119038105010986,4.881617546081543
1551529890,4.2721900939941415,4.784838676452637
1551530490,4.391163349151611,5.021159648895264
1551531090,5.1403632164001465,5.426650047302246
1551531690,6.1202712059021,5.5902485847473145
1551532290,6.5761027336120605,7.0329132080078125
1551532890,8.089408874511719,8.145322799682617
1551533490,9.494486808776855,8.43449878692627
1551534090,10.398242950439453,9.163421630859377
1551534690,11.44964599609375,9.732497215270996
1551535290,12.421313285827635,10.554299354553224
1551535890,14.164961814880373,11.953543663024902
1551536490,14.624345779418945,11.68360996246338
1551537090,15.104390144348145,13.713216781616213
1551537690,15.843451499938965,14.95073699951172
1551538290,16.659990310668945,15.55055046081543
1551538890,17.389171600341793,17.171356201171875
1551539490,18.04928207397461,18.342214584350586
1551540090,18.80552864074707,21.3255615234375
1551540690,19.36050033569336,20.357149124145508
1551541290,19.680736541748047,20.11895179748535
1551541890,20.142696380615234,20.12941551208496
1551542490,20.900632858276367,20.28497695922852
1551543090,21.95553398132324,21.660276412963867
1551543690,24.2627067565918,23.05575752258301
1551544290,25.13808441162109,24.8929500579834
1551544890,24.865480422973636,25.142980575561523
1551545490,24.146467208862305,24.4870719909668
1551546090,23.22832107543945,23.220949172973636
1551546690,22.173728942871094,22.521005630493164
1551547290,19.41995048522949,20.189586639404297
1551547890,18.509836196899414,20.468677520751953
1551548490,17.69036293029785,19.699472427368164
1551549090,15.166889190673828,18.835912704467773
1551549690,14.39669132232666,16.449737548828125
1551550290,13.153118133544922,13.408440589904785
1551550890,12.672242164611815,11.549200057983398
1551551490,11.459980010986328,9.60417938232422
1551552090,10.978699684143066,10.04180908203125
1551552690,10.61044692993164,10.577995300292967
1551553290,10.180776596069336,9.28130054473877
1551553890,9.893736839294434,9.68407154083252
1551554490,9.673362731933594,10.088899612426758
1551555090,9.441407203674316,10.768832206726074
1551555690,9.25216579437256,10.42915153503418
1551556290,9.35321044921875,10.559746742248537
1551556890,9.403355598449707,10.73123836517334
1551557490,9.453435897827148,10.689970970153807
1551558090,9.713069915771484,10.486166000366213
1551558690,9.865100860595703,9.834189414978027
1551559290,10.102972984313963,9.86147403717041
1551559890,10.348529815673828,10.280850410461426
1551560490,10.746648788452148,10.26350212097168
1551561090,11.821396827697756,10.348560333251953
1551561690,12.31911849975586,11.031412124633787
1551562290,12.6870698928833,12.219472885131836
1551562890,12.994403839111328,13.095766067504885
1551563490,13.365482330322266,13.320544242858887
1551564090,13.58240032196045,14.026581764221193
1551564690,13.69697093963623,14.868367195129395
1551565290,15.043808937072756,16.27033805847168
1551565890,14.933541297912598,14.044543266296387
1551566490,15.035528182983398,13.518634796142578
1551567090,15.052577018737793,13.1394681930542
1551567690,14.81808090209961,11.954256057739258
1551568290,14.238082885742188,10.320063591003418
1551568890,13.32021713256836,10.31267547607422
1551569490,12.5579252243042,11.94912815093994
1551570090,12.127342224121096,11.155190467834473
1551570690,11.729222297668455,10.895869255065918
1551571290,11.22778606414795,10.804694175720217
1551571890,10.79366683959961,10.841629028320312
1551572490,10.340428352355957,10.79162311553955
1551573090,10.056862831115724,10.075611114501953
1551573690,9.95010471343994,9.71471881866455
1551574290,9.884157180786133,10.165228843688963
1551574890,9.74228572845459,9.929094314575195
1551575490,9.398058891296387,9.265751838684082
1551576090,9.051013946533203,8.68937873840332
1551576690,8.799534797668457,8.379375457763674
1551577290,8.553171157836914,8.07026195526123
1551577890,8.387048721313478,7.635116100311278
1551578490,8.276695251464844,7.552203178405763
1551579090,8.035758972167969,7.451494216918945
1551579690,7.919516086578369,7.682364463806152
1551580290,8.127261161804201,7.710779666900635
1551580890,8.31883430480957,7.853792667388916
1551581490,8.274905204772951,8.083554267883299
1551582090,8.36527156829834,8.132607460021973
1551582690,8.494626045227049,7.936123847961426
1551583290,8.388167381286621,7.9098758697509775
1551583890,8.804479598999023,8.131407737731934
1551584490,10.065787315368652,8.890168190002441
1551585090,10.267651557922363,9.607192039489746
1551585690,10.482344627380373,10.153718948364258
1551586290,11.059990882873537,10.95344352722168
1551586890,12.106703758239744,11.292853355407715
1551587490,12.090282440185547,10.914094924926758
1551588090,12.301684379577635,10.823104858398438
1551588690,12.68120002746582,12.146800994873047
1551589290,12.972954750061035,11.775080680847168
1551589890,13.005976676940918,12.107131004333494
1551590490,13.13960075378418,13.927863121032715
1551591090,13.176544189453125,14.632857322692873
1551591690,12.852460861206055,13.074557304382324
1551592290,12.433809280395508,12.86838150024414
1551592890,12.255876541137695,13.260287284851074
1551593490,12.401829719543455,12.70508098602295
1551594090,12.547926902770994,12.189931869506836
1551594690,12.754767417907715,12.418184280395508
1551595290,13.072574615478516,12.811551094055176
1551595890,13.72251033782959,12.795289039611815
1551596490,14.192728996276855,12.774916648864744
1551597090,14.325830459594727,13.027666091918945
1551597690,14.795591354370115,13.624113082885742
1551598290,15.261542320251465,13.387605667114258
1551598890,15.617898941040039,13.67890739440918
1551599490,16.0445556640625,13.818514823913574
1551600090,16.219610214233402,14.89057159423828
1551600690,16.217277526855472,14.91437816619873
1551601290,16.15713882446289,14.75659465789795
1551601890,16.055116653442386,15.69293975830078
1551602490,16.102981567382812,16.292608261108402
1551603090,16.269514083862305,16.514764785766598
1551603690,16.329408645629886,16.368192672729492
1551604290,16.043516159057614,15.228095054626465
1551604890,15.511377334594727,15.121150016784668
1551605490,15.038220405578613,14.21159839630127
1551606090,14.495033264160154,13.410348892211914
1551606690,14.05046272277832,13.157827377319336
1551607290,13.612678527832033,12.990351676940918
1551607890,12.857330322265625,13.20358180999756
1551608490,12.282913208007812,12.144754409790039
1551609090,11.803658485412598,11.772701263427734
1551609690,11.45898723602295,11.686202049255373
1551610290,11.102100372314453,11.23099136352539
1551610890,10.64109706878662,11.150830268859863
1551611490,10.544883728027344,11.35479736328125
1551612090,10.633796691894533,12.078775405883787
1551612690,10.785676956176758,11.988677978515625
1551613290,10.943283081054688,11.981647491455078
1551613890,10.776360511779783,11.794219970703125
1551614490,10.435142517089844,11.370583534240724
1551615090,9.6466703414917,10.60056972503662
1551615690,8.922375679016113,9.662579536437988
1551616290,8.650808334350586,8.793117523193361
1551616890,7.622467517852782,8.205081939697267
1551617490,7.513655662536621,8.019692420959473
1551618090,7.630370140075684,8.034001350402832
1551618690,7.530038356781006,8.101291656494139
1551619290,6.793778896331787,8.024938583374022
1551619890,7.1288084983825675,7.968541622161865
1551620490,7.489879131317139,8.259646415710451
1551621090,7.5559754371643075,7.87073278427124
1551621690,7.669814109802246,7.775095462799072
1551622290,7.787203311920166,7.808800220489503
1551622890,7.553673267364503,7.6426453590393075
1551623490,7.551616668701173,7.09612512588501
1551624090,7.4761857986450195,7.0546956062316895
1551624690,7.454376220703125,7.5415544509887695
1551625290,7.646882057189941,7.894736289978027
1551625890,8.141206741333008,8.064572334289549
1551626490,7.986763000488281,8.679930686950684
1551627090,8.243938446044924,9.252363204956056
1551627690,9.135294914245604,9.415975570678713
1551628290,10.171178817749023,9.519200325012207
1551628890,9.749713897705078,9.296096801757812
1551629490,9.654179573059082,9.689759254455566
1551630090,10.0708646774292,10.34132194519043
1551630690,10.300251960754396,9.722786903381348
1551631290,10.439623832702637,10.143351554870604
1551631890,10.790519714355467,11.442634582519533
1551632490,11.27800464630127,12.943703651428224
1551633090,11.65682601928711,11.896197319030762
1551633690,11.872803688049315,12.029618263244627
1551634290,12.251042366027832,13.70390796661377
1551634890,12.782015800476074,14.10280990600586
1551635490,13.25271701812744,14.30025863647461
1551636090,13.726646423339846,14.817899703979492
1551636690,14.059088706970215,15.678122520446776
1551637290,14.397811889648438,15.56120777130127
1551637890,14.928061485290527,15.71567153930664
1551638490,15.601834297180176,15.87463092803955
1551639090,16.2635498046875,16.802648544311527
1551639690,16.833635330200195,16.677745819091793
1551640290,17.373088836669922,17.66265869140625
1551640890,17.87969398498535,17.443283081054688
1551641490,18.200565338134766,18.03118896484375
1551642090,18.505727767944336,17.843460083007812
1551642690,18.89289093017578,18.768722534179688
1551643290,19.14594268798828,18.90357208251953
1551643890,19.1428165435791,18.90475273132324
1551644490,18.89057731628418,18.89659881591797
1551645090,18.735876083374023,18.571653366088867
1551645690,18.707813262939453,18.23402404785156
1551646290,18.686817169189453,17.81972312927246
1551646890,18.504865646362305,18.809711456298828
1551647490,17.929359436035156,18.70803642272949
1551648090,17.237804412841793,17.965829849243164
1551648690,16.494020462036133,16.629186630249027
1551649290,15.759087562561035,15.825060844421387
1551649890,15.275450706481935,15.014087677001953
1551650490,14.75073528289795,14.207967758178713
1551651090,14.178032875061035,13.535470008850098
1551651690,13.759678840637207,13.153587341308596
1551652290,13.21018886566162,12.886063575744627
1551652890,12.600911140441895,12.243159294128418
1551653490,12.191702842712402,11.766139030456545
1551654090,11.688193321228027,10.956014633178713
1551654690,11.143714904785156,10.23597812652588
1551655290,9.918158531188963,9.636935234069824
1551655890,9.374977111816406,8.956188201904297
1551656490,9.09001350402832,8.372199058532715
1551657090,8.626036643981934,8.105003356933594
1551657690,8.087614059448242,8.032671928405763
1551658290,7.588337421417236,7.478025436401367
1551658890,6.898794651031494,7.217539310455322
1551659490,6.714146137237549,6.4532670974731445
1551660090,6.6646180152893075,6.454545021057129
1551660690,6.707789897918701,6.2811851501464835
1551661290,6.829695224761963,6.056445598602295
1551661890,6.288998126983643,5.827616214752197
1551662490,6.123610019683838,5.79152774810791
1551663090,6.0355753898620605,5.458937644958496
1551663690,5.856534004211426,5.270463943481445
1551664290,5.773538589477539,5.062753200531006
1551664890,5.713489055633545,5.047645568847656
1551665490,5.4896507263183585,5.127617835998535
1551666090,5.426870346069336,4.942189693450928
1551666690,5.339717388153076,4.9497032165527335
1551667290,5.245438575744629,5.05799674987793
1551667890,5.267496585845947,5.117872714996338
1551668490,5.563011169433594,5.140941143035889
1551669090,5.314584255218506,5.253748893737793
1551669690,5.38372278213501,5.343865394592285
1551670290,5.484212875366211,5.413485050201416
1551670890,5.481002807617188,5.43586015701294
1551671490,5.8902950286865225,5.604301929473877
1551672090,5.503465175628662,5.704233169555664
1551672690,5.444186210632324,5.9140167236328125
1551673290,5.114675045013428,5.7501893043518075
1551673890,5.5116047859191895,5.727896213531494
1551674490,5.321393489837647,5.8965697288513175
1551675090,5.477266788482666,5.7593255043029785
1551675690,5.51530122756958,5.852782249450684
1551676290,5.3680758476257315,5.632465839385986
1551676890,6.1705689430236825,5.623458385467528
1551677490,5.424316883087158,5.5113911628723145
1551678090,5.622713565826416,5.7718353271484375
1551678690,5.7171735763549805,5.650562763214111
1551679290,5.525869846343994,5.777794361114503
1551679890,5.741901397705077,5.904190540313722
1551680490,5.520444393157959,5.823068618774414
1551681090,5.5721611976623535,6.268567085266112
1551681690,5.705944538116455,5.840614795684815
1551682290,5.662739276885986,5.944902420043945
1551682890,5.4608001708984375,5.927696228027344
1551683490,5.836231231689452,5.718850135803223
1551684090,5.63346529006958,5.810646057128906
1551684690,5.329208850860597,5.6983747482299805
1551685290,5.753822326660156,5.9170165061950675
1551685890,5.770589828491211,5.81110954284668
1551686490,5.714470386505128,5.761696815490723
1551687090,5.590102195739746,5.66641902923584
1551687690,5.552454948425293,6.094253063201903
1551688290,5.751139163970947,5.906467914581299
1551688890,5.777703285217285,5.560722827911377
1551689490,5.812004089355469,5.800162315368652
1551690090,5.904175281524657,6.086765766143799
1551690690,5.8992862701416025,6.08282995223999
1551691290,6.2022552490234375,5.966105937957764
1551691890,6.072693347930907,5.9988694190979
1551692490,6.1918392181396475,6.273841857910156
1551693090,6.153921127319336,6.4099225997924805
1551693690,6.73069953918457,6.370342254638673
1551694290,6.438607215881348,6.536893844604492
1551694890,6.52584171295166,6.706218242645264
1551695490,6.4742512702941895,7.388947486877441
1551696090,6.522764682769775,6.989226818084718
1551696690,6.476100444793701,7.200554847717285
1551697290,6.346208572387695,7.555485725402832
1551697890,6.418905735015869,7.9188361167907715
1551698490,6.77047872543335,7.215563297271728
1551699090,7.293726921081543,7.840904712677003
1551699690,7.6667914390563965,8.406803131103517
1551700290,8.717020034790039,9.442060470581056
1551700890,9.69046401977539,10.049520492553713
1551701490,11.024474143981934,11.466187477111815
1551702090,12.06942367553711,12.631245613098145
1551702690,12.786141395568848,13.007211685180664
1551703290,14.177138328552244,13.343685150146484
1551703890,14.648641586303713,13.124185562133787
1551704490,14.988158226013185,14.24700164794922
1551705090,15.39441204071045,14.123085021972654
1551705690,16.043344497680664,15.473901748657227
1551706290,16.817022323608402,15.804697036743164
1551706890,17.715049743652344,17.061670303344727
1551707490,18.757997512817386,20.086570739746094
1551708090,19.660091400146484,20.64278793334961
1551708690,20.18798828125,21.553443908691406
1551709290,20.72482681274414,21.571407318115234
1551709890,20.99761199951172,21.88064384460449
1551710490,20.665925979614254,22.07086944580078
1551711090,20.30291748046875,21.412914276123047
1551711690,19.924030303955078,21.357276916503906
1551712290,19.160873413085934,21.09214401245117
1551712890,18.63515281677246,20.80144500732422
1551713490,18.449501037597656,20.43638801574707
1551714090,17.898805618286133,18.866905212402344
1551714690,17.574623107910153,18.35087776184082
1551715290,17.6848201751709,17.867835998535156
1551715890,18.147645950317386,17.43118667602539
1551716490,18.84930229187012,16.70231056213379
1551717090,19.31830596923828,16.66214370727539
1551717690,19.22842025756836,16.45735740661621
1551718290,18.52544403076172,15.753329277038574
1551718890,21.300596237182614,16.188135147094727
1551719490,27.94278717041016,16.21408462524414
1551720090,32.796913146972656,20.91962432861328
1551720690,33.783374786376946,25.39295768737793
1551721290,30.488006591796875,25.400897979736328
1551721890,24.23502349853516,23.301197052001953
1551722490,19.34420585632324,21.443273544311523
1551723090,15.392098426818848,18.930118560791016
1551723690,13.472389221191404,15.671064376831055
1551724290,11.927705764770508,11.365900993347168
1551724890,10.847588539123537,10.329421043395996
1551725490,9.571063041687012,9.1913480758667
1551726090,8.804717063903809,7.700042724609375
1551726690,8.332923889160156,6.545086860656737
1551727290,6.998786926269531,5.9553985595703125
1551727890,6.619502067565918,6.317708015441895
1551728490,5.510797023773193,6.209031581878662
1551729090,5.09190845489502,5.875638961791992
1551729690,3.959863185882568,5.369983196258545
1551730290,3.9225549697875977,5.071873188018799
1551730890,3.6265172958374015,4.677549362182617
1551731490,3.174166202545166,4.1429409980773935
1551732090,3.140234470367432,3.9923176765441895
1551732690,3.4466776847839355,3.839119911193848
1551733290,3.4296550750732417,4.007225513458252
1551733890,3.762748718261719,3.855047702789306
1551734490,3.8686127662658687,4.288905620574951
1551735090,3.968193531036377,4.630121231079102
1551735690,4.096031665802002,4.530590534210205
1551736290,4.38029146194458,4.352068901062012
1551736890,4.305226802825929,4.592056751251222
1551737490,4.333161354064941,4.627365112304688
1551738090,4.47165060043335,4.756175994873047
1551738690,4.5520920753479,4.424393653869629
1551739290,4.320672035217285,4.288337707519531
1551739890,4.123923778533936,4.223073482513429
1551740490,4.2847609519958505,4.370018482208252
1551741090,3.8849778175354,4.470766544342041
1551741690,4.0723934173583975,4.307351589202882
1551742290,4.364455699920653,4.190384387969972
1551742890,4.537958145141602,4.185722827911377
1551743490,4.540842533111572,4.3179001808166495
1551744090,4.8962907791137695,4.532416820526123
1551744690,4.918956279754639,4.9958014488220215
1551745290,5.356384754180908,5.155083179473877
1551745890,6.143441677093506,5.754247188568115
1551746490,6.374751567840576,6.608786582946777
1551747090,5.778523921966553,6.945931911468506
1551747690,5.863219261169434,6.794558525085449
1551748290,5.77750301361084,6.370858192443848
1551748890,5.707350254058838,6.4247803688049325
1551749490,5.956710338592528,7.164229393005371
1551750090,7.1195068359375,7.626554012298584
1551750690,8.896218299865723,8.425541877746582
1551751290,11.096171379089355,8.458150863647461
1551751890,13.365103721618652,8.713130950927733
1551752490,14.75760269165039,9.879340171813963
1551753090,17.217714309692386,10.301408767700195
1551753690,18.72755241394043,10.249934196472168
1551754290,21.25692367553711,11.03370475769043
1551754890,22.91387939453125,12.671676635742188
1551755490,25.42721748352051,14.84315586090088
1551756090,26.101375579833984,17.78960609436035
1551756690,26.61753845214844,19.66740608215332
1551757290,27.57554817199707,22.69725227355957
1551757890,29.228984832763672,23.68948173522949
1551758490,30.75032043457031,27.557598114013672
1551759090,31.23136711120605,28.24530792236328
1551759690,30.509748458862305,30.27597427368164
1551760290,27.14033126831055,25.96184539794922
1551760890,24.60315322875977,22.210988998413086
1551761490,22.150562286376953,20.066049575805664
1551762090,20.119142532348636,17.985849380493164
1551762690,18.569459915161133,16.317071914672848
1551763290,15.632646560668945,14.802715301513672
1551763890,14.163607597351074,12.603185653686525
1551764490,11.590791702270508,10.450838088989258
1551765090,9.99692440032959,9.530617713928224
1551765690,8.910408973693848,8.807133674621582
1551766290,7.765785217285156,8.2388916015625
1551766890,6.841502666473389,8.396771430969237
1551767490,6.031575202941895,7.667388439178468
1551768090,5.7418060302734375,7.543750286102295
1551768690,5.670010089874268,6.845000743865968
1551769290,5.471453666687012,6.451268196105957
1551769890,5.39606523513794,6.244600296020508
1551770490,5.612256050109863,6.108055591583253
1551771090,5.757298469543457,5.963831901550293
1551771690,5.7844786643981925,5.829599380493164
1551772290,5.846718788146973,5.876181602478027
1551772890,6.023710250854492,6.201754570007324
1551773490,6.328078746795653,6.555788516998291
1551774090,6.63197135925293,6.695446968078612
1551774690,6.84604549407959,6.921591758728027
1551775290,7.089401721954347,7.1446595191955575
1551775890,7.289268493652344,7.083174705505371
1551776490,7.209224224090576,7.301707744598389
1551777090,7.3345232009887695,7.435193061828612
1551777690,7.80268669128418,7.70064640045166
1551778290,8.52447509765625,8.078061103820799
1551778890,8.442074775695799,8.14519214630127
1551779490,8.56735897064209,8.176883697509767
1551780090,8.809673309326172,8.843994140625
1551780690,8.93632698059082,9.125490188598633
1551781290,8.744828224182129,9.587615966796877
1551781890,8.70299243927002,10.783942222595217
1551782490,9.24036979675293,12.289481163024902
1551783090,9.882369995117188,12.490762710571287
1551783690,9.911327362060547,12.56482219696045
1551784290,10.147422790527344,12.897404670715332
1551784890,10.321067810058594,12.764618873596193
1551785490,10.54360294342041,11.95075511932373
1551786090,11.101750373840332,11.605947494506836
1551786690,11.868956565856935,12.004528999328613
1551787290,13.30258560180664,12.594730377197266
1551787890,14.471924781799315,12.373827934265135
1551788490,15.078095436096193,12.745841026306152
1551789090,16.104042053222653,13.168939590454102
1551789690,16.939403533935547,13.242063522338867
1551790290,17.34373664855957,14.041458129882812
1551790890,17.82769775390625,14.748475074768065
1551791490,18.683490753173828,16.223278045654293
1551792090,20.26601219177246,17.456781387329098
1551792690,22.76539802551269,17.127988815307614
1551793290,23.675146102905273,18.602575302124023
1551793890,24.73225402832031,19.435415267944336
1551794490,25.833370208740234,19.08438873291016
1551795090,26.406164169311523,18.521425247192386
1551795690,26.28949546813965,18.52196502685547
1551796290,25.679931640625,19.33115005493164
1551796890,24.85744857788086,21.293210983276367
1551797490,23.797122955322266,19.20145034790039
1551798090,22.393526077270508,19.018579483032227
1551798690,20.93228530883789,19.57940101623535
1551799290,19.914697647094727,19.64692687988281
1551799890,19.29796028137207,18.849063873291016
1551800490,18.832727432250977,18.346412658691406
1551801090,18.307241439819336,18.93426322937012
1551801690,17.615583419799805,17.745784759521484
1551802290,16.004146575927734,16.307123184204098
1551802890,15.729110717773438,14.7400484085083
1551803490,15.354763984680176,14.675525665283205
1551804090,15.088602066040039,14.584261894226074
1551804690,15.046503067016602,14.702881813049315
1551805290,14.861374855041506,14.677032470703125
1551805890,14.798890113830565,14.62648105621338
1551806490,14.847175598144533,13.587723731994627
1551807090,14.036487579345705,13.713592529296875
1551807690,14.222617149353027,12.900471687316895
1551808290,13.932316780090332,12.596570014953613
1551808890,13.679594993591307,12.943824768066404
1551809490,13.208741188049315,12.441167831420898
1551810090,12.377360343933105,12.379876136779785
1551810690,11.799795150756836,12.135059356689453
1551811290,10.60110569000244,11.292333602905273
1551811890,10.227409362792967,11.241418838500977
1551812490,9.75309944152832,10.585782051086426
1551813090,9.216519355773926,10.203314781188963
1551813690,8.927569389343262,9.893620491027832
1551814290,8.66990852355957,9.498924255371094
1551814890,8.514443397521973,9.469300270080566
1551815490,8.279241561889647,8.659464836120605
1551816090,7.84733772277832,8.70284366607666
1551816690,7.899298667907715,8.550646781921388
1551817290,7.94516658782959,8.188265800476074
1551817890,8.000580787658691,8.123208045959473
1551818490,7.926494598388673,7.861207962036133
1551819090,7.785279273986816,7.6674437522888175
1551819690,7.686909198760986,7.520808696746826
1551820290,7.766505241394043,7.121213436126709
1551820890,7.828176975250244,7.047779560089111
1551821490,7.762376308441162,7.0200676918029785
1551822090,7.807279586791992,7.209969520568848
1551822690,8.180723190307617,7.520450115203857
1551823290,8.765257835388184,7.708657264709473
1551823890,8.752758026123049,7.787693977355957
1551824490,8.659435272216799,7.868572235107423
1551825090,8.442397117614746,8.096356391906737
1551825690,8.338942527770996,8.039980888366701
1551826290,8.261838912963867,8.02025032043457
1551826890,8.101559638977049,7.909901142120361
1551827490,7.926346778869629,8.02467155456543
1551828090,7.771531581878662,8.11815071105957
1551828690,7.828511714935303,8.053410530090332
1551829290,8.150677680969237,8.87795352935791
1551829890,8.701708793640138,9.653374671936037
1551830490,9.099943161010742,10.301251411437988
1551831090,8.872940063476562,9.858034133911133
1551831690,8.884608268737793,9.39815616607666
1551832290,8.966485977172852,9.371108055114746
1551832890,9.572171211242676,9.537595748901367
1551833490,9.804308891296387,9.736252784729004
1551834090,9.906839370727539,10.040079116821287
1551834690,10.111430168151855,10.652618408203123
1551835290,10.448452949523926,10.653388023376463
1551835890,10.614850044250488,10.991823196411133
1551836490,10.98903751373291,11.256681442260742
1551837090,12.05203342437744,12.246970176696776
1551837690,12.323827743530273,12.30995273590088
1551838290,12.534716606140135,12.44021987915039
1551838890,12.58246612548828,11.859732627868652
1551839490,12.353896141052244,11.681636810302734
1551840090,12.042330741882324,11.102481842041016
1551840690,11.715058326721193,10.621631622314453
1551841290,11.58421516418457,11.445826530456545
1551841890,11.884479522705078,12.182517051696776
1551842490,12.115249633789062,12.498038291931152
1551843090,12.202507972717285,12.519269943237305
1551843690,12.273456573486328,12.334476470947266
1551844290,12.178019523620605,12.134413719177244
1551844890,12.265056610107422,11.47099781036377
1551845490,12.465165138244627,11.25949001312256
1551846090,12.498176574707033,11.224157333374023
1551846690,12.693819999694824,11.527667045593262
1551847290,13.063989639282227,11.692294120788574
1551847890,13.37962818145752,12.25244426727295
1551848490,13.528275489807127,12.87578010559082
1551849090,13.60741138458252,13.266921997070312
1551849690,13.658509254455565,13.725172996520994
1551850290,13.67257595062256,13.86026382446289
1551850890,13.751766204833984,13.880802154541016
1551851490,13.63541316986084,13.351317405700685
1551852090,13.494361877441404,13.590690612792967
1551852690,13.342243194580078,13.527558326721193
1551853290,13.254039764404295,13.335463523864744
1551853890,13.253315925598145,13.486836433410645
1551854490,12.905309677124025,13.61184024810791
1551855090,12.606342315673828,13.125856399536133
1551855690,12.424727439880373,12.611953735351562
1551856290,12.21341609954834,12.62240505218506
1551856890,11.984342575073242,12.31429958343506
1551857490,11.736353874206545,12.323948860168455
1551858090,11.31196117401123,12.45896816253662
1551858690,10.664406776428224,11.266209602355955
1551859290,10.088594436645508,10.539854049682617
1551859890,9.602237701416016,10.113885879516602
1551860490,9.264705657958984,9.041601181030273
1551861090,8.933395385742188,8.707719802856445
1551861690,8.589149475097656,8.51799488067627
1551862290,8.301694869995117,8.207777976989746
1551862890,8.078120231628418,8.014864921569824
1551863490,8.083438873291017,8.057679176330566
1551864090,8.008776664733888,7.955431461334228
1551864690,7.9216370582580575,8.065793991088867
1551865290,8.121055603027344,8.251312255859375
1551865890,8.348756790161133,8.613711357116701
1551866490,8.504161834716799,8.386167526245117
1551867090,8.702855110168457,9.169569969177246
1551867690,8.699816703796388,9.174610137939453
